날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2022-09-03","","","배추김치(다수공급자)","0kcal","","","","","2591.78kcal"
"2022-09-04","밥","363kcal","밥","363kcal","검은콩밥","371.26kcal","","","2434.11kcal"
"2022-08-08","깍두기(완제품)(09)","13.3kcal","우유(백색우유(200ML))","122kcal","","","","","3954.64kcal"
"2022-08-09","밥","363kcal","잡곡밥","369.52kcal","햄치즈버거(01)(06)(10)(12)","749.43kcal","","","3241.35kcal"
"2022-08-09","감자계란국(01)(05)(06)","67.8kcal","호박된장찌개(05)(06)","74.46kcal","새우볼(05)(06)(09)(12)","148.13kcal","","","3241.35kcal"
"2022-08-09","쇠고기팽이버섯떡볶음(05)(06)","246.63kcal","삼겹살구이(05)(06)(10)","597.09kcal","음료수 탄산 과일","86.4kcal","","","3241.35kcal"
"2022-08-09","마파두부(05)(06)","190.74kcal","모듬야채&쌈장(05)(06)","43.76kcal","우유(백색우유(200ML))","122kcal","","","3241.35kcal"
"2022-08-09","가공우유(딸기맛)(02)","116kcal","미나리콩나물무침(05)","39.18kcal","","","","","3241.35kcal"
"2022-08-09","배추김치(7~9월)","8.25kcal","배추김치(7~9월)","8.25kcal","","","","","3241.35kcal"
"2022-08-09","","","대추방울토마토(생산기)(12)","10.71kcal","","","","","3241.35kcal"
"2022-08-10","자장밥(05)(06)(10)","782.72kcal","흑미밥","370.5kcal","검은콩밥","371.26kcal","","","3162.41kcal"
"2022-08-10","쑥갓어묵국(05)(06)","69.27kcal","도토리냉국","31.51kcal","김치찌개(05)(06)(10)","88.03kcal","","","3162.41kcal"
"2022-08-10","베이컨김치볶음","56.55kcal","언양식바싹불고기파채(05)(06)(10)","155.93kcal","데리야끼갈릭치킨(05)(06)(15)","531.5kcal","","","3162.41kcal"
"2022-08-10","맛김","30kcal","볼어묵볶음(05)(06)(08)(09)(17)","148.58kcal","계란말이(01)","103kcal","","","3162.41kcal"
"2022-08-10","무말랭이무침(완)","42kcal","깻잎양념무침(05)(06)","38.6kcal","오이양파무침(05)(06)","29.72kcal","","","3162.41kcal"
"2022-08-10","배추김치(7~9월)","8.25kcal","배추김치(7~9월)","8.25kcal","깍두기(완제품)(09)","13.3kcal","","","3162.41kcal"
"2022-08-10","두유 검은콩","86kcal","복숭아(천도)(11)","75.44kcal","우유(백색우유(200ML))","122kcal","","","3162.41kcal"
"2022-08-11","고추참치김치덮밥","606.81kcal","밥","363kcal","스파게티","13.05kcal","","","3434.86kcal"
"2022-08-11","쇠고기당면국(05)(16)","64.97kcal","햄소시지찌개(05)(06)(10)","176.11kcal","밥","363kcal","","","3434.86kcal"
"2022-08-11","맛김","30kcal","소떡소떡(06)(10)(13)","614.11kcal","깐쇼새우(05)(06)(12)","120.13kcal","","","3434.86kcal"
"2022-08-11","해물동그랑땡야채볶음(05)(06)(17)","183.37kcal","감자조림(05)(06)(18)","131.57kcal","찐만두(05)(06)(10)","246.89kcal","","","3434.86kcal"
"2022-08-11","깍두기(완제품)(09)","13.3kcal","닭순살샐러드(01)(12)(15)","211.94kcal","허니요거트드레싱","0kcal","","","3434.86kcal"
"2022-08-11","자연은 제주감귤 180ml","180kcal","깍두기(완제품)(09)","13.3kcal","야채샐러드(01)(05)(06)(12)","50.06kcal","","","3434.86kcal"
"2022-08-11","","","","","배추김치(7~9월)","8.25kcal","","","3434.86kcal"
"2022-08-11","","","","","사인머스켓","45kcal","","","3434.86kcal"
"2022-08-12","밥","363kcal","배추된장국(05)","35.59kcal","잡곡밥","369.52kcal","","","2802.89kcal"
"2022-08-12","사골우거지국(완)","1.41kcal","깻잎육전(05)(06)","177.63kcal","콩나물김치국(05)","32.82kcal","","","2802.89kcal"
"2022-08-12","햄슬라이스야채볶음(05)(06)(10)","219.37kcal","오믈렛(01)(05)(06)(12)(16)","104.56kcal","치즈함박스테이크소스(01)(02)(05)(06)(10)(12)(13)(16)","283.73kcal","","","2802.89kcal"
"2022-08-12","스크램블에그(01)(05)(06)(12)","207.68kcal","치킨마요덮밥(01)(05)(06)(15)","460.88kcal","두부조림(05)(06)(18)","158.9kcal","","","2802.89kcal"
"2022-08-12","깍두기(완제품)(09)","13.3kcal","배추김치(7~9월)","8.25kcal","배추김치(7~9월)","8.25kcal","","","2802.89kcal"
"2022-08-12","유산균 발효 음료(02)","56kcal","","","우유(백색우유(200ML))","122kcal","","","2802.89kcal"
"2022-08-12","","","","","팥빙수","180kcal","","","2802.89kcal"
"2022-08-13","김가루주먹밥","229.84kcal","냉모밀(03)","490.05kcal","잡곡밥","369.52kcal","","","2590.65kcal"
"2022-08-13","콩나물국(05)(09)","13.35kcal","치즈돈가스(02)(05)(06)(10)","560.51kcal","순두부찌개(01)(05)(06)(10)","98.8kcal","","","2590.65kcal"
"2022-08-13","꽃맛살샐러드(01)(08)","102.02kcal","새우볼(05)(06)(09)(12)","148.13kcal","쇠고기불고기(05)(06)(16)","249.48kcal","","","2590.65kcal"
"2022-08-13","배추김치(7~9월)","8.25kcal","배추김치(7~9월)","8.25kcal","쌈무","5kcal","","","2590.65kcal"
"2022-08-13","자연은 제주감귤 180ml","180kcal","복숭아(천도)(11)","75.44kcal","모듬야채&쌈장(05)(06)","43.76kcal","","","2590.65kcal"
"2022-08-13","","","","","배추김치(7~9월)","8.25kcal","","","2590.65kcal"
"2022-08-14","밥","363kcal","햄야채볶음밥(05)(06)(10)(12)(18)","503.92kcal","흑미밥","370.5kcal","","","4325.17kcal"
"2022-08-14","돼지국밥(완)(10)","1350kcal","떡볶이(05)(06)","284.15kcal","감자짜글이(05)(06)(10)","233.53kcal","","","4325.17kcal"
"2022-08-14","오징어젓무침(17)","34.94kcal","고추잡채김말이","137.71kcal","제육볶음(05)(06)(10)","525.41kcal","","","4325.17kcal"
"2022-08-14","순두부양념장(05)(06)","49.17kcal","순대","127.02kcal","참깨드레싱","0kcal","","","4325.17kcal"
"2022-08-14","오이부추무침(05)(06)","27.01kcal","배추김치(7~9월)","8.25kcal","야채샐러드(01)(05)(06)(12)","50.06kcal","","","4325.17kcal"
"2022-08-14","배추김치(7~9월)","8.25kcal","","","배추김치(7~9월)","8.25kcal","","","4325.17kcal"
"2022-08-14","우유(백색우유(200ML))","122kcal","","","우유(백색우유(200ML))","122kcal","","","4325.17kcal"
"2022-08-15","밥","363kcal","검은콩밥","371.26kcal","밥","363kcal","","","3297.97kcal"
"2022-08-15","쇠고기미역국(05)","45.8kcal","김치찌개(05)(06)(10)","88.03kcal","쑥갓어묵국(05)(06)","69.27kcal","","","3297.97kcal"
"2022-08-15","베이컨야채볶음(05)(06)","73.11kcal","잡채(05)(06)","159.78kcal","만두유린기(05)(06)(10)","327.12kcal","","","3297.97kcal"
"2022-08-15","새송이버섯야채볶음(05)(06)(10)","259.66kcal","찹쌀꿔바로우(05)(06)","143.57kcal","계란말이(01)","103kcal","","","3297.97kcal"
"2022-08-15","깍두기(완제품)(09)","13.3kcal","김자반","10kcal","소불고기덮밥소스(05)(06)(16)","734.8kcal","","","3297.97kcal"
"2024-05-13","밥","300kcal","옛날도시락비빔밥(05)(06)(10)","465.95kcal","스쿨치밥(01)(05)(06)(12)","619.29kcal","","","3165.95kcal"
"2024-05-13","사골우거지국(완)(02)(05)(06)(15)(16)(18)","300.84kcal","콩나물국(05)(09)","16.29kcal","팽이버섯두부국(05)(06)","24.76kcal","","","3165.95kcal"
"2024-05-13","비엔나소시지케찹볶음(05)(06)(10)(12)","318.17kcal","쭈꾸미야채볶음(05)(06)","121.34kcal","베이컨야채볶음(05)(06)(10)","199.11kcal","","","3165.95kcal"
"2024-05-13","연두부양념장(05)(06)","81.5kcal","오지치즈후라이 (02)(10)","172.75kcal","로제떡볶이(02)(05)(06)(10)","357.5kcal","","","3165.95kcal"
"2024-05-13","배추김치(다수공급자)","0kcal","열무김치","5.95kcal","배추김치(다수공급자)","0kcal","","","3165.95kcal"
"2024-05-13","우유(백색우유(200ML,연간))(02)","65kcal","콜라","117.5kcal","","","","","3165.95kcal"
"2024-05-14","밥","300kcal","불고기치아바타샌드위치","601.55kcal","흑미밥","300kcal","","","2607.78kcal"
"2024-05-14","쇠고기미역국(05)(06)(16)","42.87kcal","쌀국수","277.15kcal","순두부찌개(01)(05)(06)(10)(18)","71.96kcal","","","2607.78kcal"
"2024-05-14","돼지고기콩나물볶음(05)(06)(10)(18)","222.62kcal","탕후루(완제품)","0kcal","대패삼겹살볶음(05)(06)(10)(18)","374.62kcal","","","2607.78kcal"
"2024-05-14","감자조림(05)(06)(18)","146.06kcal","배추김치(다수공급자)","0kcal","상추쌈","15.95kcal","","","2607.78kcal"
"2024-05-14","배추김치(다수공급자)","0kcal","식혜","190kcal","배추김치(다수공급자)","0kcal","","","2607.78kcal"
"2024-05-14","우유(백색우유(200ML,연간))(02)","65kcal","","","","","","","2607.78kcal"
"2024-05-15","콩나물김치국(05)(09)","22.87kcal","비빔밥(05)(06)(07)(09)(18)","529.83kcal","차돌짬뽕(05)(06)(09)(16)(17)","576.19kcal","","","2866.47kcal"
"2024-05-15","마파두부(05)(06)(10)","181.05kcal","청국장(05)(09)(16)","120.82kcal","고구마맛탕(완제품)(05)","460kcal","","","2866.48kcal"
"2024-05-15","사각어묵야채볶음(05)(06)","93.6kcal","돈육연탄불고기(05)(06)(10)","215.41kcal","닭고기오이냉채","103.6kcal","","","2866.49kcal"
"2024-05-15","맛김","0kcal","계란후라이(완)(01)(05)","165kcal","단무지무침","9.9kcal","","","2866.50kcal"
"2024-05-15","가공우유(초코맛)(02)","194kcal","열무김치","5.95kcal","배추김치(다수공급자)","0kcal","","","2866.51kcal"
"2024-05-15","깍두기(다수공급자)(09)","33.25kcal","아이스크림, 팩형,부대계약(02)","155kcal","","","","","2866.52kcal"
"2024-05-16","싸이버거(01)(02)(05)(06)(16)","1190.6kcal","쇠고기덮밥(01)(05)(06)(16)(18)","656.81kcal","김치찌개(05)(09)(10)","72.08kcal","","","3292.75kcal"
"2024-05-16","벌집감자구이(튀김)(05)(12)","227.3kcal","유부어묵국(17)(05)(06)","77.43kcal","곱창야채볶음(05)(06)(09)","182.87kcal","","","3292.75kcal"
"2024-05-16","우유(백색우유(200ML,연간))(02)","65kcal","치즈롤까스(02)(05)(06)(10)(12)(16)(18)","547.5kcal","오이양파무침(05)(06)","31.58kcal","","","3292.75kcal"
"2024-05-16","","","만다린오렌지샐러드","52.2kcal","찐만두&간장(05)(06)","122.4kcal","","","3292.75kcal"
"2024-05-16","","","깍두기(다수공급자)(09)","33.25kcal","깍두기(다수공급자)(09)","33.25kcal","","","3292.75kcal"
"2024-05-16","","","바나나","0.48kcal","","","","","3292.75kcal"
"2024-05-17","밥","300kcal","데리야끼삼겹살덮밥(05)(06)(10)","808.21kcal","해물사천짜장(05)(06)(09)(17)","621.08kcal","","","3510.48kcal"
"2024-05-17","계란조랭이떡국(01)(05)(06)(09)(10)(16)","349.01kcal","닭장각짬뽕탕(05)(06)(09)(18)","306.86kcal","파송송계란국(01)(05)(06)(09)","38.68kcal","","","3510.48kcal"
"2024-05-17","해물동그랑땡(완제품)(05)(06)(17)","15.75kcal","꽈배기(01)(02)(05)(06)","465.84kcal","고구마맛탕(완제품)(05)","460kcal","","","3510.48kcal"
"2024-05-17","명란젓","41.11kcal","야채샐러드(05)(06)(12)","29.04kcal","단무지무침","9.9kcal","","","3510.48kcal"
"2024-05-17","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","배추김치(다수공급자)","0kcal","","","3510.48kcal"
"2024-05-17","우유(백색우유(200ML,연간))(02)","65kcal","","","","","","","3510.48kcal"
"2024-05-18","대만샌드위치(01)(02)(05)(06)(10)(15)(16)(18)","365.2kcal","밥","300kcal","쑥갓어묵국(05)(06)(08)(09)","94.29kcal","","","2853.62kcal"
"2024-05-18","스크램블에그(01)(05)(06)(12)","219.8kcal","콩나물국(05)(09)","16.29kcal","비빔만두(05)(06)(10)","492.98kcal","","","2853.62kcal"
"2024-05-18","카페라떼","168kcal","분모자떡볶이(05)(06)(09)(10)","266.65kcal","계란후라이(완)(01)(05)","165kcal","","","2853.62kcal"
"2024-05-18","우유(백색우유(200ML,연간))(02)","65kcal","옛날통닭(01)(05)","561.15kcal","치킨마요덮밥(01)(05)","95.89kcal","","","2853.62kcal"
"2024-05-18","","","오리엔탈샐러드(05)(06)(12)(18)","43.37kcal","배추김치(다수공급자)","0kcal","","","2853.62kcal"
"2024-05-18","","","배추김치(다수공급자)","0kcal","","","","","2853.62kcal"
"2024-05-19","밥","300kcal","마크니커리덮밥(02)(06)(12)(15)","651.23kcal","김가루주먹밥(01)(05)(06)","306.28kcal","","","2990.17kcal"
"2024-05-19","순대국(05)(06)(09)(10)(16)","302.74kcal","김치찌개(05)(09)(10)","72.08kcal","미니우동(01)(06)","177.5kcal","","","2990.17kcal"
"2022-07-26","맛김","30kcal","모듬야채&쌈장(05)(06)","32.68kcal","감귤 주스(180㎖/병)","180kcal","","","3799.69kcal"
"2022-07-26","오징어채무침(06)(17)","80.23kcal","배추김치(7~9월)","12kcal","우유(백색우유(200ML))","122kcal","","","3799.69kcal"
"2022-07-26","배추김치(7~9월)","12kcal","수박","75.072kcal","","","","","3799.69kcal"
"2022-07-26","복숭아(천도)(11)","75.44kcal","","","","","","","3799.69kcal"
"2022-07-27","밥","399.3kcal","흑미밥","370.5kcal","밥","399.3kcal","","","3752.54kcal"
"2022-07-27","조갯살미역국(05)","17.71kcal","건새우아욱국(05)","45.15kcal","순두부찌개(01)(05)(06)(10)","104.2kcal","","","3752.54kcal"
"2022-07-27","제육볶음(05)(06)(10)","604.44kcal","베이컨야채볶음(05)(06)","73.11kcal","오징어볶음(05)(06)(17)","223.46kcal","","","3752.54kcal"
"2022-07-27","콩나물매운무침(05)","30.47kcal","닭고기김치찜(06)(15)","254.15kcal","데리야끼갈릭치킨(05)(06)(15)","527.63kcal","","","3752.54kcal"
"2022-07-27","가공우유(초코맛)(02)","126kcal","단호박샐러드(01)","78.09kcal","깻잎육전(05)(06)","335.51kcal","","","3752.54kcal"
"2022-07-27","총각김치","14.76kcal","총각김치","14.76kcal","배추김치(7~9월)","12kcal","","","3752.54kcal"
"2022-07-27","","","우유(백색우유(200ML))","122kcal","","","","","3752.54kcal"
"2022-07-28","밥","399.3kcal","주먹밥","400.45kcal","밥","399.3kcal","","","2376.47kcal"
"2022-07-28","김치만두국(01)","28.92kcal","비빔냉면(01)(06)","124.88kcal","호박된장찌개(05)(06)","74.25kcal","","","2376.47kcal"
"2022-07-28","볼어묵볶음(05)(06)(08)(09)(17)","148.58kcal","언양식바싹불고기파채(05)(06)(10)","155.93kcal","돼지훈제(05)(06)","21.45kcal","","","2376.47kcal"
"2022-07-28","비엔나소시지야채볶음(05)(06)(10)","256.38kcal","삶은계란(01)","70.68kcal","계란찜(01)","102.05kcal","","","2376.47kcal"
"2022-07-28","맛김","30kcal","배추김치(7~9월)","12kcal","쌈무","5kcal","","","2376.47kcal"
"2022-07-28","깍두기(완제품)(09)","13.3kcal","바나나","96kcal","배추김치(7~9월)","12kcal","","","2376.47kcal"
"2022-07-28","","","","","자두(후무사)","26kcal","","","2376.47kcal"
"2022-07-29","밥","399.3kcal","잡곡밥","364.89kcal","잡곡밥","364.89kcal","","","2870.56kcal"
"2022-07-29","꼬리곰탕","221.99kcal","가지볶음(05)(06)","120.57kcal","쇠고기육개장(01)(05)(06)","39.17kcal","","","2870.56kcal"
"2022-07-29","마파두부(05)(06)(10)","258.04kcal","치즈함박스테이크소스","55.25kcal","치킨너겟(01)(06)(15)","462.38kcal","","","2870.56kcal"
"2022-07-29","오이파프리카무침","24.81kcal","양송이스프","0kcal","궁중닭찜(05)(06)(15)","263.67kcal","","","2870.56kcal"
"2022-07-29","배추김치(7~9월)","12kcal","꽃맛살샐러드(01)(08)","137.6kcal","배추김치(7~9월)","12kcal","","","2870.56kcal"
"2022-07-29","","","배추김치(7~9월)","12kcal","우유(백색우유(200ML))","122kcal","","","2870.56kcal"
"2022-07-30","밥","399.3kcal","잡곡밥","364.89kcal","황태해장국(01)(05)(06)","96.56kcal","","","2844.89kcal"
"2022-07-30","쇠고기무국(05)","18.29kcal","감자수제비(05)(06)","275.74kcal","버팔로윙(완)(05)(06)(15)","367.2kcal","","","2844.89kcal"
"2022-07-30","토마토달걀볶음(01)(05)(06)(12)(18)","140.16kcal","데리야끼장어덮밥(05)(06)","398.93kcal","김자반","20kcal","","","2844.89kcal"
"2022-07-30","밥싸먹는햄","0kcal","순대야채볶음(05)(06)","310.7kcal","돼지고기장조림(10)","240kcal","","","2844.89kcal"
"2022-07-30","배추김치(7~9월)","12kcal","무말랭이무침(완)","42kcal","무&비트피클(완)","10kcal","","","2844.89kcal"
"2022-07-30","우유(백색우유(200ML))","122kcal","백김치","15.12kcal","배추김치(7~9월)","12kcal","","","2844.89kcal"
"2022-07-31","닭고기덮밥(01)(05)(06)(15)","169.61kcal","통새우볶음밥","607.88kcal","제육덮밥(10)","796.14kcal","","","3088.87kcal"
"2022-07-31","밥","399.3kcal","치즈돈가스(02)(05)(10)","410.51kcal","배추된장국(05)(16)","41.87kcal","","","3088.87kcal"
"2022-07-31","감자계란국(01)(05)(06)","67.8kcal","오징어채무침(06)(17)","80.23kcal","새우가스(01)","104.15kcal","","","3088.87kcal"
"2022-07-31","베이컨조랭이떡볶음(05)(06)(18)","94.87kcal","야채샐러드(01)(05)(06)(12)","55.51kcal","계란말이(01)","103kcal","","","3088.87kcal"
"2022-07-31","배추김치(7~9월)","12kcal","참깨드레싱","0kcal","배추김치(7~9월)","12kcal","","","3088.87kcal"
"2022-07-31","우유(백색우유(200ML))","122kcal","배추김치(7~9월)","12kcal","","","","","3088.87kcal"
"2022-08-01","밥","363kcal","달걀케첩볶음밥(01)(05)(06)(12)(18)","562.5kcal","잡곡밥","369.52kcal","","","3297.76kcal"
"2022-08-01","쇠고기미역국(05)","45.8kcal","콩나물국(05)(09)","13.35kcal","순두부찌개(01)(05)(06)(10)","98.8kcal","","","3297.76kcal"
"2022-08-01","생선묵야채볶음(05)(06)","173.93kcal","치즈볼(02)","358.51kcal","고추잡채김말이","137.71kcal","","","3297.76kcal"
"2022-08-01","햄슬라이스야채볶음(05)(06)(10)","219.37kcal","오이파프리카무침(06)","37.8kcal","치즈함박스테이크소스(01)(02)(05)(06)(10)(12)(13)(16)","283.73kcal","","","3297.76kcal"
"2022-08-01","깍두기(완제품)(09)","13.3kcal","닭순살샐러드(01)(12)(15)","211.94kcal","간장깻잎지","0kcal","","","3297.76kcal"
"2022-08-01","우유(백색우유(200ML))","122kcal","배추김치(7~9월)","8.25kcal","배추김치(7~9월)","8.25kcal","","","3297.76kcal"
"2022-08-01","","","아이스크림 콘 완제품(02)","270kcal","","","","","3297.76kcal"
"2022-08-02","밥","363kcal","잡곡밥","369.52kcal","흑미밥","370.5kcal","","","3079.81kcal"
"2022-08-02","김치만두국(01)","33.92kcal","배추된장국(05)","35.59kcal","쇠고기무국(05)","18.66kcal","","","3079.81kcal"
"2022-08-02","베이컨야채볶음(05)(06)","73.11kcal","청양마요치킨(01)(15)","468.43kcal","낙지볶음(05)(06)","144.76kcal","","","3079.81kcal"
"2022-08-02","맛김","30kcal","메추리알장조림(완)(01)","300.54kcal","돈가스(06)(10)","424.01kcal","","","3079.81kcal"
"2022-08-02","오징어젓무침(17)","34.94kcal","깻잎양념무침(05)(06)","38.6kcal","계란찜(01)","115.76kcal","","","3079.81kcal"
